Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 020					
				Ссылка	820c0f7a-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 021					
				Ссылка	820c0f7b-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 022					
				Ссылка	820c0f7c-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 023					
				Ссылка	820c0f7d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 024					
				Ссылка	820c0f7e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 025					
				Ссылка	820c0f7f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 026					
				Ссылка	820c0f80-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 027					
				Ссылка	820c0f81-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 028					
				Ссылка	820c0f82-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 029					
				Ссылка	820c0f83-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 030					
				Ссылка	820c0f84-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 031					
				Ссылка	820c0f85-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 032					
				Ссылка	820c0f86-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 033					
				Ссылка	820c0f87-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 034					
				Ссылка	820c0f88-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 035					
				Ссылка	820c0f89-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 036					
				Ссылка	820c0f8a-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 037					
				Ссылка	820c0f8b-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 038					
				Ссылка	820c0f8c-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 039					
				Ссылка	820c0f8d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 040					
				Ссылка	820c0f8e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 041					
				Ссылка	820c0f8f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 042					
				Ссылка	820c0f90-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 043					
				Ссылка	820c0f91-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 044					
				Ссылка	820c0f92-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 045					
				Ссылка	820c0f93-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 046					
				Ссылка	820c0f94-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 047					
				Ссылка	820c0f95-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 048					
				Ссылка	820c0f96-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 049					
				Ссылка	820c0f97-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 050					
				Ссылка	820c0f98-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 051					
				Ссылка	820c0f99-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 052					
				Ссылка	820c0f9a-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 053					
				Ссылка	820c0f9b-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 054					
				Ссылка	820c0f9c-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 055					
				Ссылка	820c0f9d-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 056					
				Ссылка	820c0f9e-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 057					
				Ссылка	820c0f9f-44d4-11e6-82d9-ec0ec4241992		
				Наименование	Тестовый элемент		
Справочник	Справочник1	ТестовыйЭлемент_1 058					
